"","CO_IES","CO_REGIAO","CO_UF"
"1390",3099,2,25
"1391",3146,2,26
"1392",3148,2,26
"1393",3151,4,42
"1394",146,3,35
"1395",3171,4,43
"1396",3172,1,13
"1397",3192,2,25
"1398",3194,3,31
"1399",3204,5,51
"1400",3205,3,31
"1401",3223,5,53
"1402",3268,2,29
"1403",4597,3,35
"1404",3285,2,29
"1405",5133,4,42
"1406",5131,4,42
"1407",4294,4,42
"1408",3948,4,42
"1409",3947,4,42
"1410",3946,4,42
"1411",3295,4,42
"1412",18201,4,42
"1413",17777,4,42
"1414",17277,4,42
"1415",3332,3,33
"1416",3299,2,23
"1417",3302,3,35
"1418",3306,4,43
"1419",3308,3,35
"1420",754,5,52
"1421",3319,5,52
"1422",18474,5,52
"1423",4496,4,41
"1424",3323,3,35
"1425",12784,4,43
"1426",4097,4,43
"1427",3333,4,43
"1428",3337,2,22
"1429",3339,4,43
"1430",14288,4,42
"1431",3360,2,24
"1432",14165,3,31
"1433",3955,3,31
"1434",3368,3,31
"1435",20591,3,31
"1436",2229,3,31
"1437",3954,3,31
"1438",3371,3,31
"1439",3372,3,31
"1440",3375,2,21
"1441",3376,2,26
"1442",3388,2,23
"1443",3393,4,41
"1444",3396,5,53
"1445",3397,1,13
"1446",4261,4,43
"1447",4077,4,43
"1448",3428,3,35
"1449",3431,2,24
"1450",3434,3,31
"1451",3443,4,43
"1452",4006,4,43
"1453",3804,4,43
"1454",3495,4,42
"1455",18257,4,42
"1456",11951,2,29
"1457",3506,2,28
"1458",3509,4,41
"1459",3518,4,42
"1460",3363,1,17
"1461",3522,3,31
"1462",3523,4,43
"1463",3525,3,33
"1464",60,3,35
"1465",3530,3,31
"1466",3782,3,32
"1467",3536,4,41
"1468",3542,3,31
"1469",3543,4,43
"1470",3573,5,53
"1471",3585,2,26
"1472",3584,2,26
"1473",3587,1,12
"1474",1858,2,29
"1475",4460,2,29
"1476",3588,2,29
"1477",3427,2,28
"1478",3270,2,29
"1479",2553,2,29
"1480",1124,2,29
"1481",3590,2,25
"1482",3607,5,52
"1483",3615,2,26
"1484",3617,2,26
"1485",3618,3,35
"1486",3625,2,24
"1487",3631,2,26
"1488",3644,2,24
"1489",3649,4,41
"1490",3663,5,53
"1491",3682,3,33
"1492",3690,3,31
"1493",11289,3,35
"1494",3710,3,33
"1495",3716,3,31
"1496",3724,2,21
"1497",3741,2,21
"1498",14156,3,31
"1499",14029,3,31
"1500",3756,3,31
"1501",18692,3,31
"1502",18520,3,31
"1503",3757,5,52
"1504",3768,4,43
"1505",3769,1,16
"1506",3770,3,35
"1507",3774,2,29
"1508",3775,3,35
"1509",3790,4,41
"1510",3797,4,41
"1511",21992,4,41
"1512",4000,3,35
"1513",3815,5,51
"1514",3817,2,25
"1515",19329,2,25
"1516",4992,2,23
"1517",4791,2,23
"1518",1066,1,17
"1519",2085,2,29
"1520",3788,3,31
"1521",3786,3,31
"1522",3785,2,21
"1523",3777,4,41
"1524",3776,5,51
"1525",2909,2,21
"1526",1996,5,51
"1527",322,3,35
"1528",2470,2,29
"1529",2420,4,41
"1530",2241,3,31
"1531",2171,3,31
"1532",2148,1,17
"1533",3840,4,42
"1534",3853,2,24
"1535",3854,5,53
"1536",3862,2,23
"1537",3866,5,52
"1538",3867,5,53
"1539",3869,2,21
"1540",3877,5,52
"1541",757,1,15
"1542",3879,2,25
"1543",383,1,15
"1544",610,3,33
"1545",18647,1,15
"1546",3881,2,26
"1547",922,3,35
"1548",4596,3,35
"1549",797,1,11
"1550",1122,3,35
"1551",3896,3,35
"1552",4101,5,52
"1553",4100,5,52
"1554",3920,5,52
"1555",3921,2,29
"1556",3930,2,22
"1557",3933,3,35
"1558",3940,3,35
"1559",548,2,21
"1560",3962,2,29
"1561",4017,3,35
"1562",3977,1,16
"1563",3978,3,35
"1564",3980,5,53
"1565",3986,4,41
"1566",3987,5,52
"1567",3996,2,26
"1568",3998,3,33
"1569",4007,3,35
"1570",4037,2,23
"1571",12754,4,41
"1572",4059,3,35
"1573",1161,3,35
"1574",823,2,21
"1575",4079,3,31
"1576",4086,3,35
"1577",4093,4,41
"1578",4104,3,35
"1579",4107,4,43
"1580",4108,2,22
"1581",4121,2,28
"1582",17284,2,21
"1583",2548,1,15
"1584",4150,3,35
"1585",4162,5,52
"1586",4169,3,35
"1587",4534,4,41
"1588",4197,2,22
"1589",4198,5,52
"1590",4257,5,52
"1591",507,3,31
"1592",4259,5,52
"1593",4277,1,13
"1594",14718,4,41
"1595",1520,3,35
"1596",4329,3,31
"1597",4355,1,17
"1598",1853,3,35
"1599",10071,4,43
"1600",13812,3,32
"1601",4399,2,21
"1602",4411,1,11
"1603",4531,2,29
"1604",4428,3,33
"1605",4443,4,43
"1606",4452,1,15
"1607",4492,3,35
"1608",4518,4,42
"1609",4566,2,24
"1610",4532,5,50
"1611",19324,5,50
"1612",16559,2,23
"1613",4533,2,25
"1614",10588,2,26
"1615",12620,3,31
"1616",4567,5,51
"1617",4586,5,52
"1618",4588,5,53
"1619",1359,3,32
"1620",4610,4,42
"1621",4613,1,11
"1622",1638,1,13
"1623",1078,4,41
"1624",1476,3,35
"1625",10385,3,35
"1626",4661,4,41
"1627",16781,1,17
"1628",4669,5,52
"1629",4674,4,42
"1630",4700,2,26
"1631",4702,2,26
"1632",4714,2,27
"1633",4724,3,35
"1634",4725,3,31
"1635",4731,3,35
"1636",4732,5,53
"1637",1432,3,35
"1638",4747,2,29
"1639",12923,3,35
"1640",4751,4,41
"1641",4756,4,42
"1642",344,3,31
"1643",4773,3,31
"1644",4784,2,23
"1645",4810,4,43
"1646",4829,3,35
"1647",5669,3,35
"1648",4983,3,35
"1649",4873,3,35
"1650",778,3,35
"1651",2726,3,35
"1652",2625,3,35
"1653",4836,1,12
"1654",4846,3,31
"1655",18048,3,33
"1656",10016,2,23
"1657",2256,2,23
"1658",4901,5,51
"1659",4902,4,43
"1660",4910,3,31
"1661",4915,1,15
"1662",4917,3,35
"1663",10613,2,26
"1664",4945,2,22
"1665",4251,3,31
"1666",17322,1,17
"1667",4964,2,21
"1668",4969,1,17
"1669",4982,4,42
"1670",4204,3,31
"1671",5008,2,22
"1672",12189,3,31
"1673",5038,1,15
"1674",5045,3,35
"1675",5046,3,35
"1676",5048,3,35
"1677",13944,2,27
"1678",10685,3,32
"1679",1344,4,42
"1680",11841,2,24
"1681",5105,3,33
"1682",1827,4,42
"1683",12661,3,35
"1684",12522,3,35
"1685",3847,2,29
"1686",2287,4,43
"1687",3377,2,29
"1688",11818,4,41
"1689",1944,2,26
"1690",11860,3,31
"1691",1425,2,23
"1692",12268,4,41
"1693",12430,3,33
"1694",4330,4,41
"1695",13782,2,29
"1696",5277,5,53
"1697",5518,4,41
"1698",4416,5,53
"1699",12547,2,24
"1700",10323,3,35
"1701",5362,2,28
"1702",11429,4,43
"1703",788,1,11
"1704",170,3,35
"1705",2494,3,35
"1706",1477,5,53
"1707",11895,5,53
"1708",10116,5,51
"1709",13467,4,42
"1710",139,3,31
"1711",4166,3,31
"1712",4096,4,43
"1713",3669,2,29
"1714",11428,3,31
"1715",14892,3,35
"1716",11807,3,35
"1717",12766,4,41
"1718",12916,5,52
"1719",4094,2,25
"1720",11544,5,52
"1721",12247,5,53
"1722",12723,3,35
"1723",15401,3,35
"1724",4066,3,33
"1725",1931,2,21
"1726",12611,3,35
"1727",5544,1,17
"1728",13417,2,23
"1729",2841,4,41
"1730",2745,1,15
"1731",2140,2,29
"1732",13643,5,51
"1733",5701,1,16
"1734",5706,4,42
"1735",1820,2,22
"1736",601,4,43
"1737",3188,3,31
"1738",1813,1,15
"1739",3162,4,42
"1740",592,3,31
"1741",4098,4,43
"1742",4358,3,31
"1743",1082,2,24
"1744",598,3,31
"1745",717,4,43
"1746",588,4,41
"1747",574,3,33
"1748",3164,5,51
"1749",1166,2,25
"1750",3279,3,31
"1751",1120,3,33
"1752",3165,3,31
"1753",3183,2,28
"1754",4786,1,17
"1755",5036,4,42
"1756",596,3,31
"1757",599,2,29
"1758",3163,3,33
"1759",4503,2,29
"1760",17,3,31
"1761",591,3,35
"1762",14858,3,35
"1763",14401,3,35
"1764",13796,3,35
"1765",18033,3,35
"1766",17355,3,35
"1767",14961,4,43
"1768",4821,3,31
"1769",3657,3,31
"1770",3448,3,31
"1771",13040,1,15
"1772",12735,1,15
"1773",13749,4,41
"1774",17875,1,15
"1775",12869,4,43
"1776",19587,4,43
"1777",19542,4,43
"1778",12922,2,29
"1779",13014,5,53
"1780",13073,4,42
"1781",18956,3,31
"1782",4594,1,11
"1783",1048,3,35
"1784",13845,3,35
"1785",13300,3,31
"1786",14947,1,17
"1787",13657,2,23
"1788",4925,3,35
"1789",13476,4,41
"1790",13484,3,32
"1791",13486,4,43
"1792",13488,3,35
"1793",13527,3,35
"1794",13625,4,42
"1795",54,3,35
"1796",13631,3,33
"1797",16225,2,29
"1798",13648,4,43
"1799",14786,4,41
"1800",14784,4,41
"1801",13677,4,41
"1802",13674,4,41
"1803",13663,3,31
"1804",13666,3,31
"1805",21204,3,35
"1806",19214,2,21
"1807",13716,5,52
"1808",13717,4,42
"1809",13728,1,15
"1810",13752,3,35
"1811",13792,1,11
"1812",13784,5,52
"1813",13783,2,29
"1814",13805,1,15
"1815",13828,3,31
"1816",13883,4,43
"1817",13889,5,52
"1818",17563,2,25
"1819",10349,4,41
"1820",15280,2,25
"1821",13982,1,15
"1822",12817,3,35
"1823",16010,3,32
"1824",14069,3,35
"1825",10251,5,51
"1826",14097,4,42
"1827",17558,1,11
"1828",14095,4,41
"1829",14181,4,43
"1830",14194,3,35
"1831",14297,2,22
"1832",14313,3,31
"1833",4173,5,53
"1834",570,2,24
"1835",13034,3,31
"1836",11584,3,33
"1837",13775,4,41
"1838",2247,3,35
"1839",581,4,43
"1840",14408,5,53
"1841",14412,2,26
"1842",18258,3,35
"1843",14869,5,51
"1844",14860,4,43
"1845",13897,2,21
"1846",14509,2,29
"1847",14727,3,35
"1848",14622,2,28
"1849",15451,3,31
"1850",14715,3,35
"1851",15236,4,43
"1852",14724,4,41
"1853",1807,2,23
"1854",5,2,22
"1855",2156,2,27
"1856",3984,2,26
"1857",1811,5,52
"1858",1808,3,32
"1859",2484,5,53
"1860",1810,3,35
"1861",4699,5,52
"1862",15894,4,43
"1863",14890,3,35
"1864",14901,1,15
"1865",11902,1,15
"1866",22317,1,15
"1867",14879,3,35
"1868",14882,5,53
"1869",349,3,31
"1870",2564,2,25
"1871",14927,3,32
"1872",15135,1,13
"1873",14951,4,41
"1874",14969,3,35
"1875",1946,3,35
"1876",14975,2,29
"1877",1945,5,51
"1878",22145,4,43
"1879",1847,2,21
"1880",22149,3,35
"1881",19256,2,29
"1882",1774,4,41
"1883",22128,2,25
"1884",4959,2,29
"1885",780,5,51
"1886",736,3,32
"1887",18628,2,29
"1888",1502,3,35
"1889",1492,3,31
"1890",1452,2,21
"1891",22153,2,29
"1892",22229,3,35
"1893",22228,3,35
"1894",22227,2,29
"1895",22226,1,15
"1896",22225,2,29
"1897",22124,2,29
"1898",22152,2,29
"1899",22151,1,12
"1900",22150,3,31
"1901",22147,2,26
"1902",22144,5,52
"1903",22140,4,43
"1904",22136,3,31
"1905",22135,2,29
"1906",22134,3,32
"1907",22129,3,31
"1908",22127,2,29
"1909",22126,1,15
"1910",22125,2,29
"1911",22123,2,27
"1912",21900,3,35
"1913",21691,2,26
"1914",21687,3,31
"1915",2576,3,32
"1916",21553,2,29
"1917",21552,1,12
"1918",21693,3,35
"1919",1305,5,51
"1920",21281,5,52
"1921",21280,2,29
"1922",21239,3,35
"1923",2511,3,32
"1924",19298,2,29
"1925",19787,1,15
"1926",20588,4,43
"1927",20587,2,29
"1928",20574,3,33
"1929",19791,2,26
"1930",298,4,41
"1931",2437,2,29
"1932",19788,1,15
"1933",19786,3,32
"1934",19785,3,31
"1935",19783,1,15
"1936",19781,3,31
"1937",19780,2,29
"1938",19323,1,15
"1939",19272,2,25
"1940",19260,2,29
"1941",19255,2,29
"1942",22143,3,35
"1943",2773,1,16
"1944",1233,5,51
"1945",2264,3,32
"1946",18627,2,25
"1947",18626,2,27
"1948",18625,2,29
"1949",21554,3,35
"1950",22130,1,15
"1951",14996,2,29
"1952",15015,4,41
"1953",15032,4,42
"1954",1614,4,41
"1955",3610,5,53
"1956",15059,1,15
"1957",582,4,43
"1958",15079,1,15
"1959",15121,4,42
"1960",852,3,35
"1961",15133,2,28
"1962",17460,4,41
"1963",4785,1,11
"1964",5322,4,43
"1965",584,5,52
"1966",1190,3,35
"1967",15272,2,22
"1968",4090,3,35
"1969",1308,3,32
"1970",15382,5,51
"1971",18631,5,51
"1972",17118,5,51
"1973",1661,5,53
"1974",1507,5,53
"1975",1309,5,53
"1976",15922,3,35
"1977",15383,1,15
"1978",15433,5,51
"1979",5013,3,33
"1980",20340,3,35
"1981",15504,2,29
"1982",15507,1,12
"1983",3252,5,52
"1984",15520,5,50
"1985",15521,3,35
"1986",15522,1,16
"1987",15526,2,23
"1988",1857,3,35
"1989",2462,4,42
"1990",1714,4,41
"1991",595,3,31
"1992",15562,2,23
"1993",15,3,33
"1994",16037,5,53
"1995",15839,2,25
"1996",1326,3,32
"1997",15859,3,35
"1998",15873,3,35
"1999",15980,4,43
"2000",1653,3,32
"2001",16194,3,35
"2002",16245,2,21
"2003",583,2,23
"2004",2770,5,52
"2005",597,3,31
"2006",16502,3,35
"2007",2098,2,23
"2008",2133,1,14
"2009",16525,2,26
"2010",16543,3,35
"2011",16628,5,53
"2012",3849,1,17
"2013",16654,2,29
"2014",17438,1,15
"2015",569,1,15
"2016",16691,2,21
"2017",575,3,31
"2018",1578,4,43
"2019",16728,1,17
"2020",16725,1,15
"2021",3160,2,27
"2022",586,3,33
"2023",580,2,26
"2024",16782,4,43
"2025",16816,1,15
"2026",16864,3,35
"2027",16879,2,26
"2028",16898,1,15
"2029",16943,2,24
"2030",16901,3,35
"2031",16918,2,29
"2032",1893,2,29
"2033",1968,2,28
"2034",16934,3,35
"2035",16948,3,35
"2036",16964,2,23
"2037",16967,3,33
"2038",4504,5,50
"2039",699,1,11
"2040",8,3,31
"2041",572,3,33
"2042",579,2,25
"2043",573,3,32
"2044",585,4,42
"2045",578,2,29
"2046",571,4,41
"2047",12,4,43
"2048",19793,2,23
"2049",17688,2,23
"2050",587,2,26
"2051",15001,4,41
"2052",577,2,27
"2053",3430,3,31
"2054",17014,3,35
"2055",17025,1,15
"2056",17565,2,22
"2057",2753,2,29
"2058",1027,3,33
"2059",20322,2,25
"2060",17115,2,25
"2061",3189,3,31
"2062",576,3,31
"2063",17200,4,43
"2064",1059,2,23
"2065",13106,2,23
"2066",17288,4,41
"2067",600,2,21
"2068",17326,2,21
"2069",2624,4,41
"2070",2202,4,41
"2071",2135,2,23
"2072",17352,2,21
"2073",19883,3,35
"2074",17400,4,43
"2075",17401,5,53
"2076",19171,2,23
"2077",17405,2,22
"2078",5077,1,14
"2079",55,3,35
"2080",17487,1,15
"2081",17559,5,52
"2082",17490,5,52
"2083",17499,2,23
"2084",785,5,51
"2085",17874,5,51
"2086",361,3,35
"2087",17553,2,21
"2088",17590,4,41
"2089",17598,3,35
"2090",17628,2,23
"2091",17657,3,33
"2092",19866,5,51
"2093",17666,1,15
"2094",17667,1,15
"2095",17670,2,23
"2096",17672,3,35
"2097",17889,5,51
"2098",17674,2,21
"2099",17715,2,26
"2100",17731,3,35
"2101",17738,3,33
"2102",1767,5,51
"2103",1731,5,51
"2104",781,5,51
"2105",1587,5,51
"2106",1442,5,51
"2107",2974,5,51
"2108",2973,5,51
"2109",2944,2,29
"2110",2794,5,51
"2111",2791,5,51
"2112",2005,5,51
"2113",2754,1,11
"2114",17749,3,32
"2115",976,5,50
"2116",940,5,50
"2117",17758,2,29
"2118",17763,2,25
"2119",2266,5,52
"2120",18059,2,29
"2121",2246,2,24
"2122",1301,3,35
"2123",17831,5,52
"2124",17854,3,35
"2125",17876,2,29
"2126",17882,4,42
"2127",17886,2,22
"2128",17887,3,35
"2129",18253,2,21
"2130",4199,5,53
"2131",4042,5,53
"2132",18035,3,35
"2133",17926,3,35
"2134",19586,3,35
"2135",17928,3,35
"2136",4632,4,43
"2137",11604,4,42
"2138",4633,4,43
"2139",13359,4,43
"2140",18025,4,42
"2141",19374,2,21
"2142",17982,4,41
"2143",18106,2,21
"2144",18019,3,35
"2145",18046,4,41
"2146",18034,4,43
"2147",18062,1,11
"2148",18067,2,23
"2149",18065,2,23
"2150",18072,3,35
"2151",18051,2,23
"2152",18073,5,51
"2153",18077,1,15
"2154",589,2,24
"2155",19130,3,31
"2156",18148,1,15
"2157",18114,5,51
"2158",18288,3,35
"2159",18133,5,52
"2160",18165,3,35
"2161",18167,2,23
"2162",18267,2,26
"2163",2827,2,22
"2164",21995,4,41
"2165",21821,4,41
"2166",18319,3,33
"2167",1292,3,35
"2168",3939,5,52
"2169",18478,2,23
"2170",18799,2,23
"2171",18463,5,50
"2172",18509,5,53
"2173",18372,3,35
"2174",4780,3,31
"2175",2539,2,21
"2176",652,3,35
"2177",3365,2,29
"2178",18440,1,15
"2179",19319,2,22
"2180",18703,5,53
"2181",18616,5,51
"2182",18637,3,31
"2183",1576,3,32
"2184",18471,2,26
"2185",2041,3,31
"2186",2775,5,51
"2187",2330,5,51
"2188",15445,4,41
"2189",1400,4,41
"2190",18516,1,15
"2191",18506,2,29
"2192",19408,2,29
"2193",18735,2,28
"2194",18708,2,29
"2195",18700,2,29
"2196",18646,2,23
"2197",18623,2,21
"2198",18659,2,23
"2199",18636,2,29
"2200",20607,2,26
"2201",20606,2,29
"2202",18711,3,35
"2203",1738,1,11
"2204",450,1,11
"2205",18667,3,35
"2206",18684,1,13
"2207",18729,2,21
"2208",22101,3,31
"2209",18749,2,22
"2210",19325,3,35
"2211",1716,4,41
"2212",18759,2,23
"2213",1809,2,26
"2214",1932,4,43
"2215",18812,2,29
"2216",3232,4,41
"2217",18814,2,23
"2218",12748,5,50
"2219",1933,3,35
"2220",516,3,33
"2221",493,3,35
"2222",225,3,35
"2223",492,3,35
"2224",1835,1,17
"2225",994,3,33
"2226",1816,3,35
"2227",1804,3,35
"2228",915,5,50
"2229",5217,3,35
"2230",886,3,35
"2231",1711,3,35
"2232",1686,4,42
"2233",4681,3,35
"2234",202,3,33
"2235",4442,3,35
"2236",4293,3,35
"2237",1619,3,35
"2238",416,3,35
"2239",779,5,50
"2240",4029,3,35
"2241",1581,3,31
"2242",1562,3,35
"2243",1545,3,35
"2244",3793,3,31
"2245",723,3,35
"2246",3743,3,35
"2247",722,3,35
"2248",721,3,35
"2249",1465,3,35
"2250",1463,3,35
"2251",3513,3,35
"2252",3456,3,35
"2253",371,3,35
"2254",3400,3,35
"2255",1449,4,41
"2256",3230,2,29
"2257",3186,3,35
"2258",2927,3,31
"2259",2891,3,35
"2260",2879,3,35
"2261",339,2,25
"2262",1313,3,35
"2263",1304,3,35
"2264",2530,3,35
"2265",1291,4,41
"2266",1275,3,35
"2267",1247,5,50
"2268",2257,3,35
"2269",1213,3,35
"2270",1212,3,35
"2271",1194,5,50
"2272",17839,3,35
"2273",2131,3,35
"2274",270,3,35
"2275",2054,5,50
"2276",2039,3,35
"2277",2009,3,35
"2278",1118,3,35
"2279",1096,3,35
"2280",362,3,35
"2281",18826,5,52
"2282",19210,3,35
"2283",2015,3,31
"2284",19281,5,53
"2285",18896,2,26
"2286",21685,2,25
"2287",4889,3,35
"2288",18952,3,31
"2289",19251,4,41
"2290",19173,2,23
"2291",19049,3,32
"2292",18979,3,32
"2293",19297,2,28
"2294",18978,2,25
"2295",19196,4,41
"2296",19189,4,41
"2297",19197,2,26
"2298",19216,5,53
"2299",19198,5,52
"2300",19287,2,21
"2301",19219,5,53
"2302",21757,3,31
"2303",19716,2,26
"2304",19369,2,26
"2305",1866,2,24
"2306",2514,2,24
"2307",19853,4,41
"2308",19349,5,51
"2309",19348,5,53
"2310",19465,2,26
"2311",19476,3,31
"2312",20481,1,15
"2313",1956,2,27
"2314",15428,2,24
"2315",3182,2,27
"2316",2444,2,29
"2317",17896,2,29
"2318",19963,3,31
"2319",19670,4,43
"2320",19512,3,31
"2321",19554,2,21
"2322",1865,3,35
"2323",3839,3,31
"2324",19565,2,26
"2325",3304,2,25
"2326",21494,2,25
"2327",19555,3,31
"2328",19563,4,41
"2329",19842,2,21
"2330",19632,4,42
"2331",19635,5,51
"2332",19607,2,26
"2333",20052,5,52
"2334",481,3,35
"2335",3675,1,12
"2336",19816,5,51
"2337",20636,3,31
"2338",20200,2,23
"2339",19674,2,26
"2340",19860,2,26
"2341",19727,5,53
"2342",19909,5,52
"2343",19861,3,35
"2344",20106,2,26
"2345",21240,2,22
"2346",5473,2,29
"2347",12946,5,51
"2348",3648,5,51
"2349",590,1,15
"2350",1312,5,51
"2351",20328,3,35
"2352",21654,3,35
"2353",20053,3,31
"2354",3303,5,51
"2355",21681,5,51
"2356",20122,2,29
"2357",20100,5,53
"2358",20110,2,21
"2359",20105,2,21
"2360",1637,2,27
"2361",20615,2,23
"2362",22245,2,25
"2363",20455,5,52
"2364",20410,5,52
"2365",4629,3,35
"2366",20499,5,52
"2367",2688,3,35
"2368",3336,4,43
"2369",20586,3,35
"2370",20476,3,35
"2371",20494,2,27
"2372",21459,4,41
"2373",20605,2,29
"2374",20530,3,35
"2375",21444,1,15
"2376",20541,4,41
"2377",20532,2,23
"2378",20682,3,33
"2379",12928,5,52
"2380",15351,4,43
"2381",20570,2,26
"2382",242,3,35
"2383",515,3,33
"2384",1045,3,35
"2385",13620,4,43
"2386",13133,5,52
"2387",1830,4,43
"2388",12791,3,35
"2389",11308,3,35
"2390",926,5,50
"2391",5668,4,42
"2392",1776,3,35
"2393",5555,3,35
"2394",5550,5,52
"2395",5451,3,35
"2396",5303,5,50
"2397",5290,5,53
"2398",5288,3,35
"2399",5216,3,35
"2400",457,3,35
"2401",1710,5,53
"2402",4878,3,35
"2403",4826,3,35
"2404",4656,3,35
"2405",4655,3,35
"2406",4652,3,35
"2407",4616,4,43
"2408",4495,4,42
"2409",4138,3,35
"2410",4013,3,35
"2411",3937,3,35
"2412",3936,3,35
"2413",1518,5,53
"2414",1499,3,35
"2415",3612,3,35
"2416",376,3,35
"2417",3603,3,35
"2418",1478,3,35
"2419",1456,3,35
"2420",671,5,50
"2421",1412,3,35
"2422",22170,3,35
"2423",22169,3,35
"2424",1345,3,35
"2425",2756,5,52
"2426",21924,3,35
"2427",21834,3,35
"2428",21833,3,35
"2429",2355,3,35
"2430",2324,4,42
"2431",2319,4,42
"2432",2194,4,43
"2433",2191,4,43
"2434",1173,5,53
"2435",20643,2,22
"2436",20651,1,13
"2437",3837,3,35
"2438",1295,3,35
"2439",20666,2,26
"2440",20667,4,41
"2441",21200,3,31
"2442",21210,1,15
"2443",21206,3,33
"2444",21095,3,33
"2445",21103,2,29
"2446",21431,3,35
"2447",21165,2,23
"2448",20975,2,26
"2449",21088,2,23
"2450",21201,5,53
"2451",1732,3,35
"2452",21108,4,41
"2453",1797,4,41
"2454",21593,2,23
"2455",21262,2,23
"2456",3541,4,43
"2457",21226,2,29
"2458",21215,5,51
"2459",21355,3,31
"2460",1563,2,22
"2461",21224,2,25
"2462",21362,4,42
"2463",3180,4,41
"2464",21408,5,52
"2465",21519,4,43
"2466",21426,5,50
"2467",21442,3,31
"2468",21446,5,53
"2469",21463,2,23
"2470",21638,3,35
"2471",1812,1,13
"2472",2163,2,29
"2473",21502,3,35
"2474",18745,2,22
"2475",594,3,31
"2476",21540,3,35
"2477",21921,2,22
"2478",21514,2,26
"2479",21675,5,52
"2480",22100,2,28
"2481",21716,2,23
"2482",21557,2,26
"2483",21556,2,26
"2484",21631,2,21
"2485",21583,2,26
"2486",593,3,33
"2487",3161,2,26
"2488",1303,5,52
"2489",15497,2,23
"2490",21672,5,53
"2491",21643,3,35
"2492",3876,3,33
"2493",21940,3,35
"2494",21764,3,35
"2495",21826,3,35
"2496",21873,5,52
"2497",21811,2,23
"2498",21808,5,51
"2499",21950,1,15
"2500",17403,2,23
"2501",21822,3,35
"2502",2436,1,13
"2503",21847,2,23
"2504",21876,3,35
"2505",5107,4,43
"2506",3697,4,43
"2507",22239,1,15
"2508",21877,1,15
"2509",21977,5,51
"2510",21982,2,26
"2511",22017,5,52
"2512",22021,3,35
"2513",22015,4,41
"2514",22089,5,50
"2515",3184,1,14
"2516",22086,2,29
"2517",22073,2,26
"2518",22074,2,24
"2519",22592,5,52
"2520",22075,2,26
"2521",22196,1,15
"2522",22195,1,15
"2523",22193,1,15
"2524",22176,3,35
"2525",10058,2,29
"2526",22263,3,35
"2527",19327,2,26
"2528",16759,1,17
"2529",13938,3,35
"2530",3436,3,35
"2531",319,3,35
"2532",2399,3,35
"2533",18526,3,35
"2534",109,3,35
"2535",4584,4,41
"2536",17662,3,35
"2537",22463,5,52
"2538",13865,4,43
"2539",1745,3,35
"2540",17608,3,35
"2541",1394,2,29
"2542",20700,3,31
"2543",3864,2,29
"2544",19206,2,23
"2545",2076,2,29
"2546",1622,3,35
"2547",131,3,35
"2548",554,3,31
"2549",4053,3,31
"2550",56,3,35
"2551",19252,3,35
"2552",12601,2,21
"2553",17593,3,35
"2554",23410,2,21
"2555",19597,2,23
"2556",826,5,52
"2557",1903,4,41
"2558",1798,4,41
"2559",284,3,31
"2560",1700,3,31
"2561",728,3,31
"2562",18462,3,31
"2563",5592,3,31
"2564",4777,3,31
"2565",2450,3,31
"2566",1252,3,31
"2567",2311,3,31
"2568",2145,3,31
"2569",945,3,31
"2570",2443,3,31
"2571",18036,3,31
"2572",633,3,33
"2573",2832,2,22
"2574",21321,5,52
"2575",12899,3,31
"2576",18009,5,52
"2577",3311,3,32
"2578",21537,4,43
"2579",1374,5,51
"2580",22204,5,51
"2581",4765,4,41
"2582",23725,5,53
"2583",74,3,35
"2584",4357,3,35
"2585",5000,4,41
"2586",1290,3,35
"2587",4123,5,52
"2588",15450,3,31
"2589",14242,3,31
"2590",14161,3,31
"2591",22326,5,53
"2592",254,3,35
"2593",4847,2,24
"2594",4995,3,35
"2595",24462,3,35
"2596",1232,4,41
"2597",1346,3,31
"2598",1850,4,41
"2599",458,3,35
"2600",18497,2,21
"2601",4823,2,23
"2602",2783,2,23
"2603",4367,2,23
"2604",1433,3,35
"2605",1973,3,35
"2606",2895,4,43
"2607",58,3,35
"2608",4201,2,25
